CodigoFabricante;Nome;Descricao;Categoria;Subcategoria;Marca;Voltagem;Amperagem;Aplicacao;ImagemLocal;Segmento
LAN-HEL-05-LD-24V;Lanterna luz placa direita;Lanterna luz placa 24V direita;Lanternas;placa;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-05-LD-24V.png;Pesado
LAN-HEL-05-LE-12V;Lanterna luz placa esquerda;Lanterna luz placa 12V esquerda;Lanternas;placa;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-05-LE-12V.png;Leve
LAN-HEL-05-LE-24V;Lanterna luz placa esquerda;Lanterna luz placa 24V esquerda;Lanternas;placa;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-05-LE-24V.png;Pesado
LAN-HEL-05-UNI-12V;Lanterna luz placa universal;Lanterna luz placa 12V universal;Lanternas;placa;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-05-UNI-12V.png;Leve
LAN-HEL-05-UNI-24V;Lanterna luz placa universal;Lanterna luz placa 24V universal;Lanternas;placa;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-05-UNI-24V.png;Pesado
LAN-HEL-06-LD-12V;Lanterna luz re direita;Lanterna luz re 12V direita;Lanternas;re;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-06-LD-12V.png;Leve
LAN-HEL-06-LD-24V;Lanterna luz re direita;Lanterna luz re 24V direita;Lanternas;re;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-06-LD-24V.png;Pesado
LAN-HEL-06-LE-12V;Lanterna luz re esquerda;Lanterna luz re 12V esquerda;Lanternas;re;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-06-LE-12V.png;Leve
LAN-HEL-06-LE-24V;Lanterna luz re esquerda;Lanterna luz re 24V esquerda;Lanternas;re;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-06-LE-24V.png;Pesado
LAN-HEL-06-UNI-12V;Lanterna luz re universal;Lanterna luz re 12V universal;Lanternas;re;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-06-UNI-12V.png;Leve
LAN-HEL-06-UNI-24V;Lanterna luz re universal;Lanterna luz re 24V universal;Lanternas;re;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-06-UNI-24V.png;Pesado
LAN-HEL-07-LD-12V;Lanterna luz freio direita;Lanterna luz freio 12V direita;Lanternas;freio;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-07-LD-12V.png;Leve
LAN-HEL-07-LD-24V;Lanterna luz freio direita;Lanterna luz freio 24V direita;Lanternas;freio;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-07-LD-24V.png;Pesado
LAN-HEL-07-LE-12V;Lanterna luz freio esquerda;Lanterna luz freio 12V esquerda;Lanternas;freio;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-07-LE-12V.png;Leve
LAN-HEL-07-LE-24V;Lanterna luz freio esquerda;Lanterna luz freio 24V esquerda;Lanternas;freio;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-07-LE-24V.png;Pesado
LAN-HEL-07-UNI-12V;Lanterna luz freio universal;Lanterna luz freio 12V universal;Lanternas;freio;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-07-UNI-12V.png;Leve
LAN-HEL-07-UNI-24V;Lanterna luz freio universal;Lanterna luz freio 24V universal;Lanternas;freio;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-07-UNI-24V.png;Pesado
LAN-HEL-08-LD-12V;Lanterna luz neblina traseira direita;Lanterna luz neblina traseira 12V direita;Lanternas;neblina;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-08-LD-12V.png;Leve
LAN-HEL-08-LD-24V;Lanterna luz neblina traseira direita;Lanterna luz neblina traseira 24V direita;Lanternas;neblina;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-08-LD-24V.png;Pesado
LAN-HEL-08-LE-12V;Lanterna luz neblina traseira esquerda;Lanterna luz neblina traseira 12V esquerda;Lanternas;neblina;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-08-LE-12V.png;Leve
LAN-HEL-08-LE-24V;Lanterna luz neblina traseira esquerda;Lanterna luz neblina traseira 24V esquerda;Lanternas;neblina;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-08-LE-24V.png;Pesado
LAN-HEL-08-UNI-12V;Lanterna luz neblina traseira universal;Lanterna luz neblina traseira 12V universal;Lanternas;neblina;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-08-UNI-12V.png;Leve
LAN-HEL-08-UNI-24V;Lanterna luz neblina traseira universal;Lanterna luz neblina traseira 24V universal;Lanternas;neblina;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-08-UNI-24V.png;Pesado
LAN-HEL-09-LD-12V;Lanterna lanterna carreta direita;Lanterna lanterna carreta 12V direita;Lanternas;carreta;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-09-LD-12V.png;Leve
LAN-HEL-09-LD-24V;Lanterna lanterna carreta direita;Lanterna lanterna carreta 24V direita;Lanternas;carreta;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-09-LD-24V.png;Pesado
LAN-HEL-09-LE-12V;Lanterna lanterna carreta esquerda;Lanterna lanterna carreta 12V esquerda;Lanternas;carreta;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-09-LE-12V.png;Leve
LAN-HEL-09-LE-24V;Lanterna lanterna carreta esquerda;Lanterna lanterna carreta 24V esquerda;Lanternas;carreta;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-09-LE-24V.png;Pesado
LAN-HEL-09-UNI-12V;Lanterna lanterna carreta universal;Lanterna lanterna carreta 12V universal;Lanternas;carreta;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-09-UNI-12V.png;Leve
LAN-HEL-09-UNI-24V;Lanterna lanterna carreta universal;Lanterna lanterna carreta 24V universal;Lanternas;carreta;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-09-UNI-24V.png;Pesado
LAN-HEL-10-LD-12V;Lanterna lanterna LED oval direita;Lanterna lanterna LED oval 12V direita;Lanternas;LED;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-10-LD-12V.png;Leve
LAN-HEL-10-LD-24V;Lanterna lanterna LED oval direita;Lanterna lanterna LED oval 24V direita;Lanternas;LED;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-10-LD-24V.png;Pesado
LAN-HEL-10-LE-12V;Lanterna lanterna LED oval esquerda;Lanterna lanterna LED oval 12V esquerda;Lanternas;LED;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-10-LE-12V.png;Leve
LAN-HEL-10-LE-24V;Lanterna lanterna LED oval esquerda;Lanterna lanterna LED oval 24V esquerda;Lanternas;LED;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-10-LE-24V.png;Pesado
LAN-HEL-10-UNI-12V;Lanterna lanterna LED oval universal;Lanterna lanterna LED oval 12V universal;Lanternas;LED;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-10-UNI-12V.png;Leve
LAN-HEL-10-UNI-24V;Lanterna lanterna LED oval universal;Lanterna lanterna LED oval 24V universal;Lanternas;LED;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-10-UNI-24V.png;Pesado
LAN-HEL-11-LD-12V;Lanterna lanterna LED redonda direita;Lanterna lanterna LED redonda 12V direita;Lanternas;LED;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-11-LD-12V.png;Leve
LAN-HEL-11-LD-24V;Lanterna lanterna LED redonda direita;Lanterna lanterna LED redonda 24V direita;Lanternas;LED;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-11-LD-24V.png;Pesado
LAN-HEL-11-LE-12V;Lanterna lanterna LED redonda esquerda;Lanterna lanterna LED redonda 12V esquerda;Lanternas;LED;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-11-LE-12V.png;Leve
LAN-HEL-11-LE-24V;Lanterna lanterna LED redonda esquerda;Lanterna lanterna LED redonda 24V esquerda;Lanternas;LED;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-11-LE-24V.png;Pesado
LAN-HEL-11-UNI-12V;Lanterna lanterna LED redonda universal;Lanterna lanterna LED redonda 12V universal;Lanternas;LED;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-11-UNI-12V.png;Leve
LAN-HEL-11-UNI-24V;Lanterna lanterna LED redonda universal;Lanterna lanterna LED redonda 24V universal;Lanternas;LED;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-11-UNI-24V.png;Pesado
LAN-HEL-12-LD-12V;Lanterna lanterna galeria direita;Lanterna lanterna galeria 12V direita;Lanternas;galeria;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-12-LD-12V.png;Leve
LAN-HEL-12-LD-24V;Lanterna lanterna galeria direita;Lanterna lanterna galeria 24V direita;Lanternas;galeria;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-12-LD-24V.png;Pesado
LAN-HEL-12-LE-12V;Lanterna lanterna galeria esquerda;Lanterna lanterna galeria 12V esquerda;Lanternas;galeria;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-12-LE-12V.png;Leve
LAN-HEL-12-LE-24V;Lanterna lanterna galeria esquerda;Lanterna lanterna galeria 24V esquerda;Lanternas;galeria;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-12-LE-24V.png;Pesado
LAN-HEL-12-UNI-12V;Lanterna lanterna galeria universal;Lanterna lanterna galeria 12V universal;Lanternas;galeria;HELLA;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-12-UNI-12V.png;Leve
LAN-HEL-12-UNI-24V;Lanterna lanterna galeria universal;Lanterna lanterna galeria 24V universal;Lanternas;galeria;HELLA;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\HELLA_LAN-HEL-12-UNI-24V.png;Pesado
LAN-PRI-01-LD-12V;Lanterna traseira direita;Lanterna traseira 12V direita;Lanternas;completa;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-01-LD-12V.png;Leve
LAN-PRI-01-LD-24V;Lanterna traseira direita;Lanterna traseira 24V direita;Lanternas;completa;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-01-LD-24V.png;Pesado
LAN-PRI-01-LE-12V;Lanterna traseira esquerda;Lanterna traseira 12V esquerda;Lanternas;completa;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-01-LE-12V.png;Leve
LAN-PRI-01-LE-24V;Lanterna traseira esquerda;Lanterna traseira 24V esquerda;Lanternas;completa;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-01-LE-24V.png;Pesado
LAN-PRI-01-UNI-12V;Lanterna traseira universal;Lanterna traseira 12V universal;Lanternas;completa;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-01-UNI-12V.png;Leve
LAN-PRI-01-UNI-24V;Lanterna traseira universal;Lanterna traseira 24V universal;Lanternas;completa;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-01-UNI-24V.png;Pesado
LAN-PRI-02-LD-12V;Lanterna traseira LED direita;Lanterna traseira LED 12V direita;Lanternas;LED;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-02-LD-12V.png;Leve
LAN-PRI-02-LD-24V;Lanterna traseira LED direita;Lanterna traseira LED 24V direita;Lanternas;LED;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-02-LD-24V.png;Pesado
LAN-PRI-02-LE-12V;Lanterna traseira LED esquerda;Lanterna traseira LED 12V esquerda;Lanternas;LED;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-02-LE-12V.png;Leve
LAN-PRI-02-LE-24V;Lanterna traseira LED esquerda;Lanterna traseira LED 24V esquerda;Lanternas;LED;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-02-LE-24V.png;Pesado
LAN-PRI-02-UNI-12V;Lanterna traseira LED universal;Lanterna traseira LED 12V universal;Lanternas;LED;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-02-UNI-12V.png;Leve
LAN-PRI-02-UNI-24V;Lanterna traseira LED universal;Lanterna traseira LED 24V universal;Lanternas;LED;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-02-UNI-24V.png;Pesado
LAN-PRI-03-LD-12V;Lanterna pisca dianteiro direita;Lanterna pisca dianteiro 12V direita;Lanternas;pisca;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-03-LD-12V.png;Leve
LAN-PRI-03-LD-24V;Lanterna pisca dianteiro direita;Lanterna pisca dianteiro 24V direita;Lanternas;pisca;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-03-LD-24V.png;Pesado
LAN-PRI-03-LE-12V;Lanterna pisca dianteiro esquerda;Lanterna pisca dianteiro 12V esquerda;Lanternas;pisca;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-03-LE-12V.png;Leve
LAN-PRI-03-LE-24V;Lanterna pisca dianteiro esquerda;Lanterna pisca dianteiro 24V esquerda;Lanternas;pisca;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-03-LE-24V.png;Pesado
LAN-PRI-03-UNI-12V;Lanterna pisca dianteiro universal;Lanterna pisca dianteiro 12V universal;Lanternas;pisca;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-03-UNI-12V.png;Leve
LAN-PRI-03-UNI-24V;Lanterna pisca dianteiro universal;Lanterna pisca dianteiro 24V universal;Lanternas;pisca;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-03-UNI-24V.png;Pesado
LAN-PRI-04-LD-12V;Lanterna pisca lateral direita;Lanterna pisca lateral 12V direita;Lanternas;pisca;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-04-LD-12V.png;Leve
LAN-PRI-04-LD-24V;Lanterna pisca lateral direita;Lanterna pisca lateral 24V direita;Lanternas;pisca;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-04-LD-24V.png;Pesado
LAN-PRI-04-LE-12V;Lanterna pisca lateral esquerda;Lanterna pisca lateral 12V esquerda;Lanternas;pisca;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-04-LE-12V.png;Leve
LAN-PRI-04-LE-24V;Lanterna pisca lateral esquerda;Lanterna pisca lateral 24V esquerda;Lanternas;pisca;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-04-LE-24V.png;Pesado
LAN-PRI-04-UNI-12V;Lanterna pisca lateral universal;Lanterna pisca lateral 12V universal;Lanternas;pisca;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-04-UNI-12V.png;Leve
LAN-PRI-04-UNI-24V;Lanterna pisca lateral universal;Lanterna pisca lateral 24V universal;Lanternas;pisca;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-04-UNI-24V.png;Pesado
LAN-PRI-05-LD-12V;Lanterna luz placa direita;Lanterna luz placa 12V direita;Lanternas;placa;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-05-LD-12V.png;Leve
LAN-PRI-05-LD-24V;Lanterna luz placa direita;Lanterna luz placa 24V direita;Lanternas;placa;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-05-LD-24V.png;Pesado
LAN-PRI-05-LE-12V;Lanterna luz placa esquerda;Lanterna luz placa 12V esquerda;Lanternas;placa;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-05-LE-12V.png;Leve
LAN-PRI-05-LE-24V;Lanterna luz placa esquerda;Lanterna luz placa 24V esquerda;Lanternas;placa;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-05-LE-24V.png;Pesado
LAN-PRI-05-UNI-12V;Lanterna luz placa universal;Lanterna luz placa 12V universal;Lanternas;placa;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-05-UNI-12V.png;Leve
LAN-PRI-05-UNI-24V;Lanterna luz placa universal;Lanterna luz placa 24V universal;Lanternas;placa;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-05-UNI-24V.png;Pesado
LAN-PRI-06-LD-12V;Lanterna luz re direita;Lanterna luz re 12V direita;Lanternas;re;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-06-LD-12V.png;Leve
LAN-PRI-06-LD-24V;Lanterna luz re direita;Lanterna luz re 24V direita;Lanternas;re;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-06-LD-24V.png;Pesado
LAN-PRI-06-LE-12V;Lanterna luz re esquerda;Lanterna luz re 12V esquerda;Lanternas;re;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-06-LE-12V.png;Leve
LAN-PRI-06-LE-24V;Lanterna luz re esquerda;Lanterna luz re 24V esquerda;Lanternas;re;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-06-LE-24V.png;Pesado
LAN-PRI-06-UNI-12V;Lanterna luz re universal;Lanterna luz re 12V universal;Lanternas;re;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-06-UNI-12V.png;Leve
LAN-PRI-06-UNI-24V;Lanterna luz re universal;Lanterna luz re 24V universal;Lanternas;re;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-06-UNI-24V.png;Pesado
LAN-PRI-07-LD-12V;Lanterna luz freio direita;Lanterna luz freio 12V direita;Lanternas;freio;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-07-LD-12V.png;Leve
LAN-PRI-07-LD-24V;Lanterna luz freio direita;Lanterna luz freio 24V direita;Lanternas;freio;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-07-LD-24V.png;Pesado
LAN-PRI-07-LE-12V;Lanterna luz freio esquerda;Lanterna luz freio 12V esquerda;Lanternas;freio;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-07-LE-12V.png;Leve
LAN-PRI-07-LE-24V;Lanterna luz freio esquerda;Lanterna luz freio 24V esquerda;Lanternas;freio;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-07-LE-24V.png;Pesado
LAN-PRI-07-UNI-12V;Lanterna luz freio universal;Lanterna luz freio 12V universal;Lanternas;freio;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-07-UNI-12V.png;Leve
LAN-PRI-07-UNI-24V;Lanterna luz freio universal;Lanterna luz freio 24V universal;Lanternas;freio;PRIMOX;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-07-UNI-24V.png;Pesado
LAN-PRI-08-LD-12V;Lanterna luz neblina traseira direita;Lanterna luz neblina traseira 12V direita;Lanternas;neblina;PRIMOX;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LAN-PRI-08-LD-12V.png;Leve
