Arquivo,Origem,Destino,Obrigatório,Tipo,Preservar no Update?,Preservar no Uninstall?,Observação
tr\UIAutomationProvider.resources.dll,publish/win-x64/tr/UIAutomationProvider.resources.dll,{app}/tr/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
tr\UIAutomationTypes.resources.dll,publish/win-x64/tr/UIAutomationTypes.resources.dll,{app}/tr/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
tr\WindowsBase.resources.dll,publish/win-x64/tr/WindowsBase.resources.dll,{app}/tr/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\Microsoft.Data.SqlClient.resources.dll,publish/win-x64/zh-Hans/Microsoft.Data.SqlClient.resources.dll,{app}/zh-Hans/Microsoft.Data.SqlClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\PresentationCore.resources.dll,publish/win-x64/zh-Hans/PresentationCore.resources.dll,{app}/zh-Hans/PresentationCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\PresentationFramework.resources.dll,publish/win-x64/zh-Hans/PresentationFramework.resources.dll,{app}/zh-Hans/PresentationFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\PresentationUI.resources.dll,publish/win-x64/zh-Hans/PresentationUI.resources.dll,{app}/zh-Hans/PresentationUI.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\ReachFramework.resources.dll,publish/win-x64/zh-Hans/ReachFramework.resources.dll,{app}/zh-Hans/ReachFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\System.Windows.Controls.Ribbon.resources.dll,publish/win-x64/zh-Hans/System.Windows.Controls.Ribbon.resources.dll,{app}/zh-Hans/System.Windows.Controls.Ribbon.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/zh-Hans/System.Windows.Input.Manipulations.resources.dll,{app}/zh-Hans/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\System.Xaml.resources.dll,publish/win-x64/zh-Hans/System.Xaml.resources.dll,{app}/zh-Hans/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\UIAutomationClient.resources.dll,publish/win-x64/zh-Hans/UIAutomationClient.resources.dll,{app}/zh-Hans/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\UIAutomationClientSideProviders.resources.dll,publish/win-x64/zh-Hans/UIAutomationClientSideProviders.resources.dll,{app}/zh-Hans/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\UIAutomationProvider.resources.dll,publish/win-x64/zh-Hans/UIAutomationProvider.resources.dll,{app}/zh-Hans/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\UIAutomationTypes.resources.dll,publish/win-x64/zh-Hans/UIAutomationTypes.resources.dll,{app}/zh-Hans/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hans\WindowsBase.resources.dll,publish/win-x64/zh-Hans/WindowsBase.resources.dll,{app}/zh-Hans/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\Microsoft.Data.SqlClient.resources.dll,publish/win-x64/zh-Hant/Microsoft.Data.SqlClient.resources.dll,{app}/zh-Hant/Microsoft.Data.SqlClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\PresentationCore.resources.dll,publish/win-x64/zh-Hant/PresentationCore.resources.dll,{app}/zh-Hant/PresentationCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\PresentationFramework.resources.dll,publish/win-x64/zh-Hant/PresentationFramework.resources.dll,{app}/zh-Hant/PresentationFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\PresentationUI.resources.dll,publish/win-x64/zh-Hant/PresentationUI.resources.dll,{app}/zh-Hant/PresentationUI.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\ReachFramework.resources.dll,publish/win-x64/zh-Hant/ReachFramework.resources.dll,{app}/zh-Hant/ReachFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\System.Windows.Controls.Ribbon.resources.dll,publish/win-x64/zh-Hant/System.Windows.Controls.Ribbon.resources.dll,{app}/zh-Hant/System.Windows.Controls.Ribbon.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/zh-Hant/System.Windows.Input.Manipulations.resources.dll,{app}/zh-Hant/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\System.Xaml.resources.dll,publish/win-x64/zh-Hant/System.Xaml.resources.dll,{app}/zh-Hant/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\UIAutomationClient.resources.dll,publish/win-x64/zh-Hant/UIAutomationClient.resources.dll,{app}/zh-Hant/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\UIAutomationClientSideProviders.resources.dll,publish/win-x64/zh-Hant/UIAutomationClientSideProviders.resources.dll,{app}/zh-Hant/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\UIAutomationProvider.resources.dll,publish/win-x64/zh-Hant/UIAutomationProvider.resources.dll,{app}/zh-Hant/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\UIAutomationTypes.resources.dll,publish/win-x64/zh-Hant/UIAutomationTypes.resources.dll,{app}/zh-Hant/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
zh-Hant\WindowsBase.resources.dll,publish/win-x64/zh-Hant/WindowsBase.resources.dll,{app}/zh-Hant/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
primoauto_operacional.db,Inicializado em runtime,%LOCALAPPDATA%/PrimoAutoEletrica/primoauto_operacional.db,SIM,BANCO,SIM (Intocável no Update),SIM (Preservado no Uninstall),Banco operacional da oficina. Fora da pasta {app}.
Backups/*.db,Rotinas de backup manual/automático,%LOCALAPPDATA%/PrimoAutoEletrica/Backups/,SIM,BACKUP,SIM (Preservado integralmente),SIM (Preservado integralmente),Cópias de segurança timestamped do banco.
Logs/*.txt,Runtime LoggerService,%LOCALAPPDATA%/PrimoAutoEletrica/Logs/,SIM,LOG,SIM (Preservado),SIM (Preservado),Arquivos de log diários de operação.
